12112,Frozen Spear 
12113,Mars Halberd 
12114,Blue Spear 
13031,Short Bow 
13032,Great Bow 
13033,Pretty Bow 
13034,Hunter's Bow 
13035,Long Bow 
13036,Great Long Bow 
13037,Pretty Long Bow 
13038,Grass Bow 
13039,Meniscus Bow 
13040,Wing Bow 
13041,Sun Bow 
13042,Cursed Crossbow 
13043,Blessed Bow 
13044,Shining Bow 
13045,???(?) 
13046,???(?) 
13047,?À(?) 
13048,???(?) 
13049,¹???(?) 
13050,????(?) 
13051,???(?) 
13052,??À(?) 
13053,???(?) 
13054,???(?) 
13055,???(?) 
13056,???(?) 
13057,??À(?) 
13058,??À(?) 
13059,Crescent Bow+5 
13060,Crescent Bow+3 
13061,Crescent Bow 
13062,Crescent Bow+1 
13063,Crescent Bow+2 
13064,Broken Bow 
13065,Red Bow 
13066,Wooden Bow 
13067,Shadow Bow 
13068,Crescent Bow+4 
13069,Crescent Bow+6 
13070,Blue Moon Bow 
14031,Magical Wand  
14032,Mage's Wand 
14033,Wizard's Wand 
14034,Teeth Wand 
14035,Red Wand 
14036,Golden Wand 
14037,Globe Wand 
14038,Tin Staff 
14039,Jade Staff 
14040,Yellow Staff 
14041,Emerald Staff 
14042,Dreaming Staff 
14043,Crystal Staff 
14044,Spirit Staff 
14045,Sapphire Staff 
14046,Ruby Staff 
14047,Forest Staff 
14048,Soul Staff 
14049,Giant Staff 
14050,Sea Staff 
14051,Leaf Staff 
14052,Whirlpool Wand 
14053,Demon Wand 
14054,Fairy Wand 
14055,Holy Wand 
14056,Desire Wand 
14057,Deity Wand 
14058,Fallen Angel's Wand 
14059,Archangel's Wand 
14060,Ancient Wand 
14061,Lead Wand 
14062,Defence Wand 
14063,Broken Wand 
14064,Honor Wand 
14065,Feather Staff 
14066,Stone Wand 
14067,Dragon Staff 
14068,Special Stick 
14069,Candy Stick 
14070,Candy Wand 
14071,Christmas Staff 
14072,Tear Staff 
14073,Lucy's Staff 
14074,Nana's Staff 
14075,Golden Stick 
14076,Polished Wand 
14077,Flying Staff 
14078,Light Wand 
14079,Polished Wand+1 
14080,Light Wand+1 
14081,Polished Wand+2 
14082,Light Wand+2 
14083,Polished Wand+3 
14084,Light Wand+3 
14085,Polished Wand+4 
14086,Light Wand+4 
14087,Bead Wand 
14088,Scale Wand 
14089,Crystal Wand 
14090,Tin Wand 
14091,Feather Wand 
14092,Silver Wand 
14093,Wooden Wand 
14094,Blue Wand 
14095,Peace Wand 
14096,Fly Wand 
14097,Fragrant Wand 
14098,Dragon Wand 
14099,Sapphire Wand 
14100,Wing Wand 
14101,Beryl Wand 
14102,Black Wand 
14103,Thunder Wand 
14104,Evil Wand 
14105,Seer Wand 
14106,Magic Wand  
14107,Bright Wand 
14108,Miranda's Wand 
14109,Pure Wand 
14110,Jade Wand 
14111,Smooth Wand 
14112,Power Wand 
14113,Miranda's Wand 
14114,Thut's Wand 
14115,Dragon Soul Wand 
14116,Turquoise Wand 
14117,Crystal Blue Wand 
14118,Eagle Wand 
14119,Moon Wand 
14120,Polished Wand+5 
14121,Light Wand+5 
14122,Polished Wand+6 
14123,Light Wand+6 
14124,Earth Aurora Staff 
14125,Water Aurora Staff 
14126,FireAurora Staff 
14127,Wind Aurora Staff 
14128,Shining Staff 
14129,Aurora Staff 
14130,Gold Staff 
14131,Polished Wand+7 
14132,Light Wand+7 
14133,Icy Wand 
14134,Silver Staff 
14135,Ice Dragon Staff 
14136,Polished Wand+8 
14137,Light Wand+8 
14138,Holy Light Staff 
14139,Snow Staff 
14140,Compression Staff 
14141,Frozen Orb Staff 
14142,Prison Eclipse Staff 
14143,Golden Wand 
14144,Polished Wand +9 
14145,Light Wand +9 
14146,Star Wand 
14147,Thorny Wand 
14148,Blue Candy Wand 
14149,Green Candy Wand 
14150,Pink Candy Wand 
14151,Wave Shifting Wand 
14152,Wand of Defiance 
14153,Blessing Wand 
14154,Sharp Eagle Wand 
14155,Peaceful Wand 
14156,Redmoon Wand 
14157,Moonlight Wand 
14158,Sacred  Wand 
14159,Cotton Candy Wand 
14160,Orange Candy Wand 
15031,Copper Claw 
15032,Bronze Claw 
15033,Iron Claw 
15034,Pure Iron Claw 
15035,Steel Claw 
15036,Golden Claw 
15037,Lion King Claw 
15038,Blooded Claw 
15039,Boxing Claw 
15040,Crazy Claw 
15041,Twin Claws 
15042,Violent  Claw 
15043,Silvery Claw 
15044,Poison Claw 
15045,Demon Claw 
15046,Crescent Claw 
15047,???(?) 
15048,Twin Rings 
15049,Double Rings 
15050,Golden Rings 
15051,Broken Claw 
15052,Honor Claw 
15053,Golden Rings+1 
15054,Golden Rings+2 
15055,Golden Rings+3 
15056,Golden Rings+4 
15057,Golden Rings+5 
15058,Golden Rings+6 
15059,Thunder Talon 
15060,Golden Rings+7 
15061,Golden Rings+8 
15062,Blazing Sun Talon 
15063,Golden Rings +9 
15064,Thorn Rings 
15065,Icy Dragon Claw 
17031,Adze 
17032,Ax 
17033,Bone Ax 
17034,Double Blades Ax 
17035,Bronze Adze 
17036,Iron Adze 
17037,Pure Iron Adze 
17038,Steel Adze 
17039,Copper Ax 
17040,Bronze Ax 
17041,Iron Ax 
17042,Pure Iron Ax 
17043,Steel Ax 
17044,Silvery Ax 
17045,Golden Ax 
17046,War Ax 
17047,Tao's Ax 
17048,Big Ax 
17049,Long Handled Ax 
17050,Bronze Hatchet 
17051,Red Hatchet 
17052,Iron Hatchet 
17053,Golden Hatchet 
17054,Black Ax 
17055,?????(?) 
17056,???(?) 
17057,?????(?) 
17058,????(?) 
17059,???(?) 
17060,???(?) 
17061,???(?) 
17062,??¹?(?) 
17063,????(?) 
17064,Stone Ax 
17065,???(?) 
17066,Broken Ax 
17067,Sharp Ax 
17068,Rock Ax 
17069,???(??) 
17070,Blue Axe 
17071,Silver Axe 
18001,Schoolbag 
18002,Craftsman's Pestle 
18031,Oak Stick 
18032,Lauan Stick 
18033,Cypress Stick 
18034,Big Oak Stick 
18035,Big Lauan Stick 
18036,Big Cypress Stick 
18037,Thorn Stick 
18038,Great Thorn Stick 
18039,Iron Stick 
18040,Great Iron Stick 
18041,Stone Gavel 
18042,Meteorite Gavel 
18043,Big Stone Gavel 
18044,Giant Gavel 
18045,Toy Gavel 
18046,Wooden Gavel 
18047,Copper Gavel  
18048,Bronze Gavel 
18049,Iron Gavel 
18050,Pure Iron Gavel 
18051,Steel Gavel 
18052,Thorn Gavel 
18053,Thorn Pestle 
18054,??(?) 
18055,???(?) 
18056,????(?) 
18057,Shadow Pestle 
18058,????(?) 
18059,????(?) 
18060,¹???(?) 
18061,????(?) 
18062,Broken Gavel 
18063,Attack Pestle 
18064,Fine Stick 
18065,Agnailed Stick 
18066,Attack Pestle+1 
18067,Attack Pestle+2 
18068,Attack Pestle+3 
18069,Attack Pestle+4 
18070,Bouquets 
18071,Lover's Bouquet 
18072,Gale Mace 
18073,Hematite Mallet 
18074,Rock Hammer 
18075,Bliss Bouquet 
19001,Fan 
19031,?????(?) 
19032,?????(?) 
19033,?????(?) 
19034,?????(?) 
19035,?????(?) 
19036,?????(?) 
19037,?????(?) 
19038,¹????(?) 
19039,?????(?) 
19040,?????(?) 
19041,?????(?) 
19042,?????(?) 
19043,?????(?) 
19044,????(?) 
19045,????(?) 
19046,?????(?) 
19047,?????(?) 
19048,????(?) 
19049,????(?) 
19050,????(?) 
19051,Circular Fan 
19052,Circular Fan 
19053,Silver Fan 
19054,Adv Circular Fan 
19055,Broken Fan 
20031,Arquebus 
20032,Great Gun  
20033,Long Arquebus 
20034,Dragon Gun 
20035,Rifle 
20036,Assault Rifle 
20037,Bazooka 
20038,Great Bazooka 
20039,Broken Gun 
20040,Cylindric Gun 
20041,Emmagee 
20042,Long Gun 
20043,Shotgun 
20044,Plasma Gun 
20045,Plasma Wafer 
20046,Louis' Gun 
20047,Pistol 
20048,Plasma Wafer 
21001,Boy's Suit 
21002,Small Dress 
21003,Harness pants 
21004,Dust Coat 
21005,Jeans 
21006,Sailor's Suit 
21007,Racing Suit 
21008,Uniform 
21009,Restaurant Uniform  
21010,Violinists Suit 
21011,Nurse's Clothes 
21012,Bartender's Uniform 
21013,Kimono 
21014,Craftsman's Clothes 
21015,Uniform 
21061,Leather Garment 
21062,Tiger-Fur Coat 
21063,Artificial Coat 
21064,Great Coat 
21065,White Coat 
21066,Black Coat 
21067,Blue Coat 
21068,Green Coat 
21069,Red Coat 
21070,Golden Coat 
21071,Hemp Clothes 
21072,Color Clothes 
21073,Cotton Clothes 
21074,Light Coat 
21075,Masked Suit 
21076,Hidden Suit 
21077,Flying Suit 
21078,Red Suit 
21079,Thorn Suit 
21080,Dress 
21081,Tailored Dress 
21082,Ninja Suit 
21083,Iga Suit 
21084,Koraka Suit 
21085,Demon Suit 
21086,Gennan Suit 
21087,Lock Armor 
21088,Heavy Armor 
21089,Bronze Armor 
21090,Knight's Armor 
21091,Blue Armor 
21092,Red Loricae 
21093,White Armor 
21094,Silvery Armor 
21095,Colorful Armor 
21096,Eagle Armor 
21097,Body Armor 
21098,Steel Armor 
21099,War Armor 
21100,Light Armor 
21101,Clear Armor 
21102,Fierce Armor 
21103,Silk Qi Pao 
21104,Pretty Qi Pao 
21105,Golden Qi Pao 
21106,Defensive Armor 
21107,Perfect Armor 
21108,King's Gown 
21109,Evil Gown 
21110,????(?) 
21111,????(?) 
21112,Demon Gown 
21113,Cotton Gown 
21114,Purple Gown 
21115,Wooden Gown 
21116,Red Gown 
21117,Black Gown 
21118,Metal Gown 
21119,Silvery Gown 
21120,Broken Clothes 
21121,Men's Robe 
21122,Christmas Suit 
21123,Light Clothes 
21124,Warm Clothes 
21125,Leather Armor 
21126,Qi Pao 
21127,Ninja Suit 
21128,Grey Gown 
21129,Copper Armor 
21130,Bark Armor 
21131,Pure Iron Armor 
21132,Sea Armor 
21133,Power Armor 
21134,Downy Armor 
21135,War Demon Armor 
21136,Pure Iron Loricae 
21137,Blue Qi Pao 
21138,Water Qi Pao 
21139,Satin Qi Pao 
21140,Purple Qi Pao 
21141,Black Qi Pao 
21142,Morning Wear 
21143,Luncheon Wear 
21144,Party Wear 
21145,Evening Wear 
21146,Night Wear 
21147,Gray Gown 
21148,Light Gown 
21149,Dark Clothes 
21150,Soft Clothes 
21151,Gold Armor 
21152,Green Clothes 
21153,Plume Clothes 
21154,Silk Clothes 
21155,Blue Steel Armor 
21156,Red Armor 
21157,Shining Armor 
21158,Black Armor 
21159,Defense Armor 
21160,Fly Clothes 
21161,Subtle Clothes 
21162,Red Clothes 
21163,Sky Clothes 
21164,Bath Shawl 
21165,??(?) 
21166,Blue Dragon Gown 
21167,Green Dragon Gown 
21168,Red Dragon Gown 
21169,Magic Gown 
21170,???(?) 
21171,White Dragon Gown 
21172,Fur Clothes (Male) 
21173,Fur Clothes(Female) 
21174,Purple Wing Robe 
21175,Purple Wing Robe+1 
21176,Wave Clothes 
21177,Bright Clothes 
21178,Swift Clothes 
21179,Wild Clothes 
21180,Wolf Clothes 
21181,Fur Clothes 
21182,Concealment Clothes 
21183,War Clothes 
21184,King's Loricae 
21185,Jade Loricae 
21186,Sea Loricae 
21187,Future Loricae 
21188,Leaf Clothes 
21189,Red Qi Pao 
21190,Killer's Clothes 
21191,Warrior's Clothes 
21192,Knight's Clothes 
21193,Wit Clothes 
21194,Priest's Clothes 
21195,Seer's Clothes 
21196,Woman's Robe 
21197,Mist Robe 
21198,Sun Robe 
21199,??? 
21200,Blue Woolen Clothes 
21201,Green Woolen Clothes 
21202,Red Woolen Clothes 
21203,Red Monster Clothes 
21204,Yellow Mantle 
21205,Green Mantle 
21206,Blue Monster Clothes 
21207,Groom's Wear 
21208,Bride's Wear 
21209,Purple Wing Robe+2 
21210,Purple Wing Robe+3 
21211,Purple Wing Robe+4 
21212,Purple Wing Robe+5 
21213,Kung-Fu Suit 
21214,Kung-Fu Suit+1 
21215,Kung-Fu Suit+2 
21216,Kung-Fu Suit+3 
21217,Kung-Fu Suit+4 
21218,Kung-Fu Suit+5 
21219,Light Kung-Fu Suit 
21220,Blue Kung-Fu Suit 
21221,Lord Gown 
21222,Soldier's Clothes 
21223,Purple Wing Robe+6 
21224,Kung-Fu Suit+6 
21225,Earth Aurora Clothes 
21226,Water Aurora Clothes 
21227,Fire Aurora Clothes 
21228,Wind Aurora Clothes 
21229,Purple Loricae 
21230,Magic Clothes 
21231,Gloomy Loricae 
21232,Pure Gown 
21233,Qlaya's Shawl 
21234,Kanako's Jaket 
21235,Red Bellyband 
21236,Magic Dragon Cloak 
21237,Purple Armor 
21238,Verdant Wing Suit 
21239,Shadow Armor 
21240,Dusk Armor 
21241,Gray Ninja Suit 
21242,Wolf Suit 
21243,Test 
21244,Test 
21245,Test 
21246,Test 
21247,Test 
21248,Test 
21249,Test 
21250,Test 
21251,Test 
21252,Test 
21253,Test 
21254,Test 
21255,Delicate Kimono 
21256,Wind Demon Suit 
21257,Beast Fur Suit 
21258,Water Elf Gown 
21259,Purple Demon Suit 
21260,Duke Shadow Suit 
21261,Wizard Suit 
21262,M-White Day Suit 
21263,F-White Day Suit 
21264,Dark Feather Suit 
21265,Test 
21266,Test 
21267,Test 
21268,Test 
21269,Test 
21270,Test 
21271,Test 
21272,Test 
21273,Test 
21274,Test 
21275,Test 
21276,Test 
21277,Test 
21278,Test 
21279,Test 
21280,Test 
21281,Test 
21282,Swift Dragon Suit 
22001,Wing Headdress 
22002,Flower Headdress 
22003,Star Headdress 
22004,Lovely Headdress 
22005,Sailor's Hat 
22006,Nurse's Hat 
22007,Round Headdress 
22008,Band 
22009,Headscarf 
22061,Headband 
22062,Red Headband 
22063,Pink Headband 
22064,Cat Headdress 
22065,Green Headdress 
22066,Blue Headdress 
22067,Crest 
22068,Pink Crest 
22069,Blue Crest 
22070,Purple Crest 
22071,GoldCrest 
22072,Hat 
22073,Vine Hat 
22074,Bamboo Hat 
22075,Iron Hairwear 
22076,Copper Hairwear 
22077,Pink Helmet 
22078,Blue Helmet 
22079,Crystal Helmet 
22080,Gold Helmet 
22081,Footman's Helmet 
22082,Knight's Helmet 
22083,Hero's Helmet 
22087,Cloth Hat 
22088,Leather Hat 
22089,Mage's Hat 
22090,Wizard's Hat 
22091,Pirate's Hat 
22092,Bronze Helmet 
22093,Pure Iron Helmet 
22094,Steel Helmet 
22095,Golden Helmet 
22096,Yellow Helmet 
22097,Sea Helmet 
22098,Warrior's Helmet 
22099,Green Hairwear 
22100,Yellow Hairwear 
22101,Red Hairwear 
22102,Fighting Helmet 
22103,Roman Helmet 
22104,Goose Helmet 
22105,Phoenix Helmet 
22106,Blue Bird Helmet 
22107,Beard Helmet 
22108,Dragon Helmet 
22109,Snow Helmet 
22110,Scale Hairwear 
22112,Cat Earrings 
22113,Grey Earrings 
22114,Black Earrings 
22115,Rabbit Earrings 
22116,Ashen Earrings 
22117,Dark Ears 
22118,Copper Crest 
22119,Iron Crest 
22120,Pure Iron Crest 
22121,Steel Crest 
22122,Sage's Hat 
22123,Red Lord Crest 
22124,White Lord Crest 
22125,Broken Hairwear 
22126,Santa Hat 
22127,Grass Crest 
22128,Ox Horn Hat 
22129,Deity Hat 
22130,Ninja Helmet 
22131,Deer King's Horn 
22132,Cat's Ears 
22133,Deer Horn Hat 
22134,Green Ears 
22135,Energy Halo 
22136,Magic Hat 
22137,Wizard Cap 
22138,Star Cap 
22139,Sage Cap 
22140,Leaf Crest 
22141,Maple Crest 
22142,Stone Crest 
22143,Crown 
22144,Honor Crown 
22145,Mage Crown 
22146,Spirit Crown 
22147,Legendary Crown 
22148,Smart Helmet 
22149,War Helmet 
22150,Steel Roman Helmet 
22151,Golden Roman Helmet 
22152,Leather Cap 
22153,Maid's Hairwear 
22154,White Cat Ears 
22155,Defence Ears 
22156,Gold Swan Helmet 
22157,Gold Ears 
22158,Stand Ears 
22159,Jade Ears 
22160,Gold Ears+1 
22161,Stand Ears+1 
22162,Jade Ears+1 
22163,Energy Halo+1 
22164,Fox Hairwear 
22165,Kitten Hairwear 
22166,Snow Ears 
22167,Swan Wing Helmet 
22168,Gold Ears+2 
22169,Stand Ears+2 
22170,Jade Ears+2 
22171,Energy Halo+2 
22172,Gold Ears+3 
22173,Stand Ears+3 
22174,Jade Ears+3 
22175,Energy Halo+3 
22176,Light Leather Hat 
22177,Brown Feather Hat 
22178,Magic Feather Hat 
22179,Grass Hat 
22180,Dark Wizard Hat 
22181,Purple Star Hat 
22182,Cloud Helmet 
22183,Dark Helmet 
22184,Swan Helmet 
22185,Sun Crown 
22186,Sky Crown 
22187,Bluish Helmet 
22188,Jade Helmet 
22189,Iron Helmet 
22190,Snow Mask 
22191,Bead Torque 
22192,Emerald Torque 
22193,Silvery Torque 
22194,Potential Headscarf 
22195,Leaf Headscarf 
22196,Perfect Headscarf 
22197,Heavenly Headband 
22198,Killer Cap 
22199,Warrior Cap 
22200,Knight Cap 
22201,Wit Cap 
22202,Priest Cap 
22203,Seer Cap 
22204,Christmas Cap 
22205,Soul Helmet 
22206,Magic Cap 
22207,Gold Ears+4 
22208,Stand Ears+4 
22209,Jade Ears+4 
22210,Energy Halo+4 
22211,Bride's Veil 
22212,Sea Crest 
22213,Gold Ears+5 
22214,Stand Ears+5 
22215,Jade Ears+5 
22216,Energy Halo+5 
22217,Rainy Doll 
22218,Sunny Doll 
22219,Sea Wing Helmet 
22220,Gold Ears+6 
22221,Stand Ears+6 
22222,Jade Ears+6 
22223,Energy Halo+6 
22224,Earth Aurora Hat 
22225,Water Aurora Hat 
22226,Fire Aurora Hat 
22227,Wind Aurora Hat 
22228,Silvery Star 
22229,Delicate Helmet 
22230,Banana Peel Helmet 
22231,Traveller's Hat 
22232,Arez's Armor  
22233,Thunder Hairpin 
22234,Pirate's Eye Patch 
22235,Deity Headscarf 
22236,Fairy Crest 
22237,Purple Helmet 
22238,Gold Ears+7 
22239,Bunny Ears+7 
22240,Energy Halo+7 
22241,Eagle Headwear 
22242,Cooling Cap 
22243,Red Hood 
22244,Gold Ears+8 
22245,Bunny Ears+8 
22246,Energy Halo+8 
22247,Masked Helmet 
22248,Gold Ears+9 
22249,Jade Rabbit Ears +9 
22250,Energy Halo +9 
22251,Brass Beast Helmet 
22252,Sunglow Helmet 
22253,Mist Headband 
22254,Purple Headband 
22255,Steel Helmet 
22256,Holy Crest 
22257,Eagle Headband 
22258,Grey Feather Hat 
22259,White Day Veil  
22260,White Day Hat 
22501,Iron Helmet 
22502,Bell Headband 
22503,Redbell Headband 
22504,Blue Gem Crest 
23001,Gloves 
23002,Competition Gloves 
23061,Beast Fur Bracers 
23062,Tiger Fur Bracers 
23063,Leather Bracers 
23064,Wooden Bracers 
23065,Bamboo Bracers 
23066,Iron Bracers 
23067,Flax Gloves 
23068,Cotton Gloves 
23069,Leather Gloves 
23070,Great Gloves 
23077,Copper Cuffs 
23078,Bronze Cuffs 
23079,Iron Cuffs 
23080,Pure Iron Cuffs 
23081,Iga Gloves 
23082,Koraka Gloves 
23083,Demon Gloves 
23084,Gennan Gloves 
23085,Magic Gloves 
23086,Wizard Gloves 
23087,Giant Demon Gloves 
23088,Super Gloves 
23089,Steel Cuffs 
23090,Beast Cuffs 
23091,Crystal Cuffs 
23092,Mist Cuffs 
23093,Snow Cuffs 
23094,Eagle Cuffs 
23095,Kunlun Cuffs 
23096,Sunrise Cuffs 
23097,Chaos Cuffs 
23098,????(?) 
23099,????(?) 
23100,????(?) 
23101,????(?) 
23102,????(?) 
23103,????(?) 
23104,Coarse Cuffs 
23105,Broken Cuffs 
23106,Teeth Bracers 
23107,Gold Bracers 
23108,Beast Bracers 
23109,Ghost Bracers 
23110,Water Bracers 
23111,Spirit Gloves 
23112,Vine Bracers 
23113,Shield Bracers 
23114,Green Dragon Bracers 
23115,Red Dragon Bracers 
23116,Deity Bracers 
23117,Resistent Bracers 
23118,Leather Gloves 
23119,White Gloves 
23120,Steel Bracers 
23121,Gray Steel Bracers 
23122,Silvery Bracers 
23123,Arm Bracers 
23124,Crystal Bracers 
23125,Ice Bracers 
23126,Flame Bracers 
23127,Green Bracers 
23128,Sharp Bracers 
23129,Black Bracers 
23130,Light Bracers 
23131,Mysterious Bracers 
23132,Gold Gloves 
23133,Swift Bracers 
23134,Net Bracers 
23135,Steel Thorn Bracers 
23136,Red Leather Bracers 
23137,Blue-rip Bracers 
23138,Gold Rings 
23139,Flame Gloves 
23140,Water Gloves 
23141,Flying Gloves 
23142,Light Gloves 
23143,Wolf Bracers 
23144,Killer's Gloves 
23145,Warrior's Gloves 
23146,Knight's Gloves 
23147,Wit Gloves 
23148,Priest's Gloves 
23149,Seer's Gloves 
23150,Magic Gloves 
23151,Silk Bracers 
23152,Heart Bracers 
23153,Blue War Bracers 
23154,Thorn Bracers 
23155,Cloth Armband 
23156,Earth Aurora Bracers 
23157,Water Aurora Bracers 
23158,Fire Aurora Bracers 
23159,Wind Aurora Bracers 
23160,Green-rip Bracers 
23161,Gold-rip Bracers 
23162,Silk Gloves 
23163,Hard Bracers 
23164,Emerald Armlet 
23165,Plasma Machine 
23166,Demon Bell 
23167,Mayan Gloves 
23168,Blue Ray Wristband 
23169,Verdant Wristband 
23170,Beaded Wristband 
23171,Magic Glove 
23172,Jade Bracers 
23173,Magma Cuffs 
23174,Sky Bracers 
23175,Formal Gloves 
23176,Flame Thorn Bracers 
23177,Cyanine Gloves 
23178,Thief Gloves 
23179,Delicate Silk Gloves 
23180,Purple Flame Gloves 
23181,White Day Gloves 
23182,Blue Crystal Bracers 
23183,Dark Bead Bracers 
23184,Purity Gloves 
24001,Children's Shoes 
24002,Moppet's Shoes 
